planet_name,jwst_instrument,jwst_filter,jwst_dispersion,type,num_obs,jwst_cycle,pid,eap_months,radius_rearth,mass_mearth,period_day,sma_au,eq-temp_kelvin,host_name,system_p-num,system_s-num,system-distance_pc,star-teff_kelvin,star-radius_rsol,star-mass_msol,star-log10-lbol_lsol,star-age_ga,star-rotvel_kms
WASP-52 b,NIRSpec / BOTS,CLEAR,PRISM,Eclipse,1,1,1224,12,14.24,146.2,1.7497798,0.0272,1315.0,WASP-52,1.0,1.0,174.818,5008.37,0.79,0.87,-0.378,0.4,3.6
WASP-63 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,2113,12,15.805,117.5971,4.37808,0.0574,1469.90841337,WASP-63,1.0,1.0,290.684,5550.0,1.86,1.28,0.449,8.3,2.8
WASP-69 b,MIRI / LRS,-,-,Eclipse,1,1,1177,12,12.442,92.1707,3.86814,0.04525,963.0,WASP-69,1.0,1.0,49.9605,4700.0,0.86,0.98,-0.468,7.0,2.2
WASP-69 b,NIRCam / GTS,F444W,GRISM,Eclipse,1,1,1185,12,12.442,92.1707,3.86814,0.04525,963.0,WASP-69,1.0,1.0,49.9605,4700.0,0.86,0.98,-0.468,7.0,2.2
WASP-69 b,NIRCam / GTS,F322W2,GRISM,Eclipse,1,1,1185,12,12.442,92.1707,3.86814,0.04525,963.0,WASP-69,1.0,1.0,49.9605,4700.0,0.86,0.98,-0.468,7.0,2.2
WASP-77 A b,NIRSpec / BOTS,F290LP,G395H,Eclipse,1,1,1274,12,13.787,529.81995,1.36002854,0.02335,1715.0,WASP-77 A,1.0,2.0,105.166,5617.0,0.91,0.9,-0.129,6.2,4.0
WASP-80 b,MIRI / LRS,-,-,Transit,1,1,1177,12,11.198,170.99254,3.06785234,0.0344,825.0,WASP-80,1.0,1.0,49.7876,4143.0,0.59,0.58,-1.04,7.0,1.27
WASP-80 b,MIRI / LRS,-,-,Eclipse,1,1,1177,12,11.198,170.99254,3.06785234,0.0344,825.0,WASP-80,1.0,1.0,49.7876,4143.0,0.59,0.58,-1.04,7.0,1.27
WASP-80 b,NIRCam / GTS,F444W,GRISM,Transit,1,1,1185,12,11.198,170.99254,3.06785234,0.0344,825.0,WASP-80,1.0,1.0,49.7876,4143.0,0.59,0.58,-1.04,7.0,1.27
WASP-80 b,NIRCam / GTS,F444W,GRISM,Eclipse,1,1,1185,12,11.198,170.99254,3.06785234,0.0344,825.0,WASP-80,1.0,1.0,49.7876,4143.0,0.59,0.58,-1.04,7.0,1.27
WASP-80 b,NIRCam / GTS,F322W2,GRISM,Transit,1,1,1185,12,11.198,170.99254,3.06785234,0.0344,825.0,WASP-80,1.0,1.0,49.7876,4143.0,0.59,0.58,-1.04,7.0,1.27
WASP-80 b,NIRCam / GTS,F322W2,GRISM,Eclipse,1,1,1185,12,11.198,170.99254,3.06785234,0.0344,825.0,WASP-80,1.0,1.0,49.7876,4143.0,0.59,0.58,-1.04,7.0,1.27
WASP-80 b,NIRISS / SOSS,-,GR700XD,Eclipse,1,1,1201,12,11.198,170.99254,3.06785234,0.0344,825.0,WASP-80,1.0,1.0,49.7876,4143.0,0.59,0.58,-1.04,7.0,1.27
WASP-96 b,NIRISS / SOSS,-,GR700XD,Transit,1,1,2734,0,13.45,152.55,3.4252602,0.0453,1285.0,WASP-96,1.0,1.0,352.464,5540.0,1.05,1.06,0.032,8.0,1.5
WD 1856+534 b,NIRSpec / BOTS,CLEAR,PRISM,Transit,4,1,2358,12,10.4,4386.054,1.4079405,0.0204,163.0,WD 1856+534,1.0,3.0,24.7359,4710.0,0.01,0.52,-4.12,7.93,
WD 1856+534 b,NIRSpec / BOTS,F290LP,G395M,Eclipse,1,1,2507,12,10.4,4386.054,1.4079405,0.0204,163.0,WD 1856+534,1.0,3.0,24.7359,4710.0,0.01,0.52,-4.12,7.93,
